SenderID,Ignore,MessageText,Ignore,special event id,Ignore,Randomize,Ignore,attachments from here on out,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
,%%%,,%%%,0,%%%,0,%%%,,
